"x","y","z","cluster"
7.32242677321366,-9.09149074018972,4.43442294606939,1
4.46837637855079,-3.42393103543249,5.78998558223248,1
4.93189569794991,5.08503986134019,9.9253501277417,1
5.77926357659142,3.67698396345617,5.45326164923608,1
1.7982828353989,7.40023809129297,6.36828721500933,1
-4.17156352929934,-9.734542522213,0.376832676120102,1
5.65372930310097,-1.88853034509054,7.42615067632869,1
12.5516797868587,2.16660216023932,8.37025922490284,1
12.4662259053346,-0.870989825438844,5.67296892171726,1
6.34045809909205,0.478228689895988,5.27405899716541,1
11.2705497478108,-4.6126020272375,5.57051099138334,1
12.5863875364685,0.295711847920851,9.77761608315632,1
5.40599568872052,-2.31093610245769,0.915124639868736,1
-5.02322081262776,-9.21656455485279,0.883595920167863,1
-8.84672502270669,-4.41631089182729,7.93063298100606,1
4.03618155242521,6.04057012354262,9.45390864973888,1
4.48257621352903,-10.4814006653947,7.9158484376967,1
-3.83892012663048,-9.90823925238751,5.0791631732136,1
-0.53063417224865,-10.9342144423251,7.48185650678352,1
4.90006031442568,-2.98257760490782,3.86434066109359,1
5.89218529328618,-9.91292041988494,2.27141232229769,1
-1.2213443308287,7.9134163225422,1.0340570518747,1
-6.9822553521126,5.31372140608003,5.09836058365181,1
6.34523576564079,1.43669475948952,6.43030393868685,1
11.8562337405908,5.29946193382082,0.84566077683121,1
6.33804419131258,1.52945081102126,8.39418509742245,1
3.15071416614078,6.71245831650491,0.470427609980106,1
3.94267558817242,-3.8488361664938,9.7789626987651,1
-9.22693700582651,1.16063572768339,5.41700895875692,1
11.5298636245849,-4.06975872462346,3.94264398841187,1
-1.00064331150591,-10.8576615679858,8.21172980591655,1
1.2074062908375,-11.0386842908152,4.79634205112234,1
11.0893113792568,-4.95536816995082,9.21202641911805,1
2.80702163541062,-10.8919088855499,8.66358242696151,1
11.6221938615452,-3.85817113610973,9.83197284163907,1
10.1658888957936,-6.38637733914387,8.69808184914291,1
3.42698731059508,6.52520637234329,7.8836400504224,1
4.89142645935837,-2.992411154519,4.48969298508018,1
3.74996625678239,-10.6944229489945,2.83904409268871,1
-8.69140393635659,-4.80149418410821,6.06818705331534,1
-7.45488078403342,4.77827941904472,2.07869824022055,1
-9.39918660861766,0.217028833187566,5.9623184450902,1
3.37495323916447,6.56189218505428,8.32917616702616,1
1.52450508574019,7.50007709577186,5.91989481588826,1
-9.09362306911088,1.66114059616954,4.1475091711618,1
-2.63777765181724,-10.4188910364501,7.31896625133231,1
6.66167576716084,-9.50483389535762,3.3722774987109,1
1.9036365055413,-11.0034282891445,4.55801902338862,1
-7.91160920682334,4.16365506193254,0.300477300770581,1
5.74771696145405,3.74626564066688,4.00601614732295,1
6.23292602673826,-9.7413872028569,2.12329659610987,1
7.3775947143487,-9.05411619590747,6.2553603737615,1
4.4786998152876,5.61252356115717,4.61795281851664,1
5.84262149126663,3.53118561671009,4.70744817052037,1
6.33854981687171,1.52345496772227,5.72994649410248,1
9.26970086339515,-7.44559621715811,8.21090816054493,1
2.25551869369379,-4.64578608995349,0.975938457995653,1
-0.0887320224481329,7.86476284872569,8.35548122413456,1
-6.16679731661507,-8.32198948636,1.27205241238698,1
11.1127039412637,-4.91258613543031,7.43408207781613,1
-9.28009558376992,0.921834268964555,3.41313939308748,1
-1.08530111443145,-10.8416148772535,3.95568452076986,1
-7.90483626370034,-6.28062938351177,7.51233416842297,1
12.0930320107805,-2.5485588387861,5.67379790591076,1
-9.22719582250993,-3.16629664568006,0.623884638771415,1
-8.80745044086585,2.48094349024457,6.09649248886853,1
12.5965369737877,0.510546163232714,6.8181524402462,1
4.93072562995757,5.08654566607545,4.00023138150573,1
6.16701988191051,2.55753148091865,4.03403022093698,1
12.4093124656271,-1.21567816929439,9.54455143539235,1
-6.17212448668907,-8.31718043667037,3.78153135767207,1
-8.66929774689455,-4.85275264499991,8.83000728674233,1
-8.54213248073716,3.07611320628234,9.15947932051495,1
5.99833226051766,-1.11009472426981,7.38819879945368,1
0.900617595855035,7.68472364048085,8.48829260328785,1
-8.39074758252013,3.37137922318784,5.86894948268309,1
5.0609523198836,-2.79049995058009,0.653971654828638,1
-9.31952815608965,0.722038336166386,2.53041089978069,1
6.27144702981294,2.0566971449347,0.299432340543717,1
5.01012513604958,-2.85305692922548,7.35680076526478,1
-9.37437805752629,0.394801377410193,6.36157297063619,1
1.65130671235006,7.45531949400434,7.12699555326253,1
5.55496362745469,4.13097443719168,3.64554062020034,1
-5.37859096272097,-8.9656210863276,4.62818520609289,1
2.01052242107256,-4.70465469453046,6.75558541435748,1
-9.14559891922987,-3.49172613151667,7.00062530115247,1
-7.30212138486669,4.96112043798638,6.3133769785054,1
4.33933274005536,-10.5272866289402,0.658079129643738,1
-9.01800694089606,-3.92547506944005,1.94146810797974,1
6.22817178518149,-0.29837369654899,7.69474117318168,1
2.40737870498169,7.1332167484839,4.80061082635075,1
12.5649993739218,2.01301956958571,7.27451310027391,1
-8.43920752074557,-5.34478853820201,2.22815443994477,1
-7.21321622858337,-7.22754993526106,4.8632810707204,1
-4.71366382217784,-9.41776511619405,2.26537655107677,1
5.32725777285465,-2.42987743106327,9.10663891583681,1
6.19979309977838,-0.426740373579956,6.78154403343797,1
-3.39227911999892,-10.1186027525168,9.96951962122694,1
-5.84149795998642,6.31252593389663,5.04965545842424,1
10.1558942739971,-6.39967006386055,3.36751448689029,1
4.58105955479433,5.50227857917842,9.09896087367088,1
4.42086863013734,5.67279044027391,0.261849428061396,1
-3.34244176743162,-10.1405215143526,6.93824391346425,1
5.62744053369821,-1.93742565951616,1.55185983516276,1
-4.26021532019667,-9.6856731260855,6.19241077685729,1
1.65601524594626,-4.76728356586162,9.31629120139405,1
-6.8956198248272,-7.59508920647395,1.52241838397458,1
2.7974621982352,-4.46829152258462,2.79631080105901,1
5.48340715807272,-2.18743492122792,8.32725900225341,1
11.5473156994773,-4.03059121604976,3.04985670605674,1
-5.18123092752966,6.74927933627377,7.06631117500365,1
3.61954472381653,-4.06151156083857,1.12015908816829,1
6.35879427369607,0.820565728548547,4.47520657675341,1
